country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","21-02-2025 14:00:00",26.268249,73.0193853,OZONE,20,82,39
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","21-02-2025 14:00:00",26.295810,73.082283,NH3,1,6,4
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","21-02-2025 14:00:00",26.295810,73.082283,SO2,2,8,4
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","21-02-2025 14:00:00",13.0052189,80.2398125,PM2.5,24,79,56
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","21-02-2025 14:00:00",11.0328,77.0349,PM10,26,91,61
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","21-02-2025 14:00:00",10.942451,76.978996,OZONE,4,109,22
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","21-02-2025 14:00:00",11.6829898,79.7532099,PM2.5,NA,NA,NA
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","21-02-2025 14:00:00",11.6829898,79.7532099,PM10,36,86,65
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","21-02-2025 14:00:00",11.6829898,79.7532099,NO2,NA,NA,NA
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","21-02-2025 14:00:00",26.159933,75.780517,CO,1,109,7
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","21-02-2025 14:00:00",27.338530,88.614099,NO2,1,7,2
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","21-02-2025 14:00:00",11.06825,79.07033,NO2,10,10,10
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","21-02-2025 14:00:00",11.06825,79.07033,SO2,8,9,9
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","21-02-2025 14:00:00",12.9099161,80.1076538,PM2.5,15,71,37
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","21-02-2025 14:00:00",25.164090,75.858137,CO,12,103,20
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","21-02-2025 14:00:00",25.196024,75.855668,PM2.5,31,137,69
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","21-02-2025 14:00:00",25.196024,75.855668,NO2,14,84,33
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","21-02-2025 14:00:00",25.14389,75.821256,OZONE,9,22,16
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","21-02-2025 14:00:00",27.213494,73.734444,CO,6,41,25
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","21-02-2025 14:00:00",27.213494,73.734444,OZONE,24,96,47
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","21-02-2025 14:00:00",27.608912,75.153302,PM2.5,28,202,71
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","21-02-2025 14:00:00",27.608912,75.153302,OZONE,20,71,48
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","21-02-2025 14:00:00",24.885261,72.857549,PM10,79,165,129
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","21-02-2025 14:00:00",24.885261,72.857549,NH3,4,6,5
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","21-02-2025 14:00:00",26.159933,75.780517,PM2.5,25,140,52
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","21-02-2025 14:00:00",26.159933,75.780517,SO2,3,7,5
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","21-02-2025 14:00:00",13.0664,"80.2112 ",PM10,34,119,61
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","21-02-2025 14:00:00",13.0664,"80.2112 ",NO2,4,19,10
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","21-02-2025 14:00:00",13.1662,80.2584,SO2,15,23,17
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","21-02-2025 14:00:00",12.9533,80.2357,PM10,40,163,81
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","21-02-2025 14:00:00",12.9533,80.2357,NO2,3,20,8
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","21-02-2025 14:00:00",26.960669,75.771817,OZONE,10,88,51
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","21-02-2025 14:00:00",25.344694,72.626208,PM2.5,45,149,70
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","21-02-2025 14:00:00",25.344694,72.626208,NO2,12,90,31
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","21-02-2025 14:00:00",25.344694,72.626208,SO2,1,7,3
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","21-02-2025 14:00:00",25.344694,72.626208,OZONE,4,97,69
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","21-02-2025 14:00:00",26.215415,73.070156,SO2,2,15,4
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","21-02-2025 14:00:00",26.253384,72.976571,NH3,1,24,7
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","21-02-2025 14:00:00",26.506177,77.025989,PM2.5,34,172,82
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","21-02-2025 14:00:00",24.041198,74.780702,PM2.5,9,53,34
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","21-02-2025 14:00:00",26.031443,76.359327,PM10,NA,NA,NA
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","21-02-2025 14:00:00",26.031443,76.359327,NO2,NA,NA,NA
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","21-02-2025 14:00:00",26.031443,76.359327,NH3,NA,NA,NA
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","21-02-2025 14:00:00",10.967820,78.080882,OZONE,6,57,24
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","21-02-2025 14:00:00",9.865935,78.022669,PM2.5,26,114,51
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","21-02-2025 14:00:00",9.865935,78.022669,NO2,16,16,16
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","21-02-2025 14:00:00",9.865935,78.022669,SO2,13,13,13
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","21-02-2025 14:00:00",10.798548,79.838212,NH3,2,2,2
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","21-02-2025 14:00:00",11.4068288,76.7138973,NH3,14,17,16
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","21-02-2025 14:00:00",10.681158,78.741746,NO2,10,10,10
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","21-02-2025 14:00:00",10.681158,78.741746,CO,10,11,10
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","21-02-2025 14:00:00",11.258242,77.552761,PM2.5,41,85,59
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","21-02-2025 14:00:00",8.728442,77.6962,NO2,4,17,9
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","21-02-2025 14:00:00",8.728442,77.6962,SO2,16,37,29
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","21-02-2025 14:00:00",11.0973603,77.3228673,NO2,4,39,12
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","21-02-2025 14:00:00",12.909494,79.131861,CO,2,28,8
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","21-02-2025 14:00:00",9.559382,77.948828,PM2.5,38,83,51
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","21-02-2025 14:00:00",9.559382,77.948828,PM10,55,107,71
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","21-02-2025 14:00:00",9.559382,77.948828,NO2,15,16,15
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","21-02-2025 14:00:00",9.559382,77.948828,CO,20,26,23
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","21-02-2025 14:00:00",9.559382,77.948828,OZONE,1,4,2
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","21-02-2025 14:00:00",17.429398,78.569354,NO2,8,11,8
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","21-02-2025 14:00:00",17.429398,78.569354,SO2,4,12,8
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","21-02-2025 14:00:00",17.37206,78.50864,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","21-02-2025 14:00:00",17.37206,78.50864,PM10,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","21-02-2025 14:00:00",17.37206,78.50864,NO2,10,11,10
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","21-02-2025 14:00:00",17.37206,78.50864,OZONE,2,39,11
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","21-02-2025 14:00:00",17.528544,78.286195,NO2,9,12,9
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","21-02-2025 14:00:00",17.4559458,78.4332152,SO2,3,17,9
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","21-02-2025 14:00:00",17.4559458,78.4332152,CO,6,70,51
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","21-02-2025 14:00:00",17.585705,78.126199,PM2.5,51,66,56
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","21-02-2025 14:00:00",17.585705,78.126199,NO2,15,16,15
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","21-02-2025 14:00:00",17.393559,78.339194,NH3,3,4,3
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","21-02-2025 14:00:00",17.544899,78.486949,PM10,57,90,65
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","21-02-2025 14:00:00",17.544899,78.486949,NO2,16,17,16
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","21-02-2025 14:00:00",17.544899,78.486949,NH3,5,5,5
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","21-02-2025 14:00:00",17.429398,78.569354,PM10,70,91,74
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","21-02-2025 14:00:00",17.540891,78.358528,NH3,1,5,3
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","21-02-2025 14:00:00",17.470431,78.566959,PM10,72,96,82
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","21-02-2025 14:00:00",17.518400,78.278777,OZONE,1,79,24
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","21-02-2025 14:00:00",17.5316895,78.218939,PM2.5,84,181,125
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","21-02-2025 14:00:00",17.5316895,78.218939,PM10,98,158,136
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","21-02-2025 14:00:00",17.349694,78.451437,NH3,4,8,5
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","21-02-2025 14:00:00",17.349694,78.451437,OZONE,1,30,13
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","21-02-2025 14:00:00",23.8175497,91.2726974,PM10,35,83,57
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","21-02-2025 14:00:00",27.106972,78.000111,NO2,10,10,10
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","21-02-2025 14:00:00",11.7637683,79.7499835,PM2.5,32,130,64
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","21-02-2025 14:00:00",11.7637683,79.7499835,OZONE,1,2,2
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","21-02-2025 14:00:00",13.4127,80.1081,PM2.5,28,407,129
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","21-02-2025 14:00:00",12.864618,79.659968,NO2,1,18,6
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","21-02-2025 14:00:00","8.816428 ",78.099039,CO,4,36,17
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","21-02-2025 14:00:00",10.830158,78.691849,PM2.5,40,82,55
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","21-02-2025 14:00:00",8.728442,77.6962,PM2.5,14,24,21
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","21-02-2025 14:00:00",11.258242,77.552761,NO2,2,6,3
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","21-02-2025 14:00:00",26.8458805,80.9365541,CO,14,71,53
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","21-02-2025 14:00:00",26.83399722,80.8917361,NH3,5,20,12
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","21-02-2025 14:00:00",26.83399722,80.8917361,OZONE,2,80,21
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","21-02-2025 14:00:00",28.999264,77.7590354,SO2,1,12,6
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","21-02-2025 14:00:00",28.999264,77.7590354,CO,27,48,35
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","21-02-2025 14:00:00",28.9535882,77.7622941,NO2,14,53,27
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","21-02-2025 14:00:00",28.9535882,77.7622941,NH3,7,9,8
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","21-02-2025 14:00:00",29.063510,77.709723,PM10,47,130,80
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","21-02-2025 14:00:00",28.406963,77.849831,CO,16,52,35
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","21-02-2025 14:00:00",27.168897,78.376960,PM2.5,21,63,40
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","21-02-2025 14:00:00",27.168897,78.376960,CO,20,26,22
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","21-02-2025 14:00:00",27.1594,78.3953,CO,4,14,12
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","21-02-2025 14:00:00",28.646233,77.358075,PM2.5,43,131,68
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","21-02-2025 14:00:00",28.646233,77.358075,PM10,52,126,79
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","21-02-2025 14:00:00",28.757294,77.278792,NO2,100,124,108
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","21-02-2025 14:00:00",28.757294,77.278792,CO,16,64,53
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","21-02-2025 14:00:00",28.6603346,77.3572563,NH3,NA,NA,NA
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","21-02-2025 14:00:00",26.730136,83.433859,NO2,11,12,11
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","21-02-2025 14:00:00",26.730136,83.433859,OZONE,8,19,13
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","21-02-2025 14:00:00",28.47272,77.482000,PM2.5,16,102,54
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","21-02-2025 14:00:00",28.47272,77.482000,SO2,2,30,14
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","21-02-2025 14:00:00",29.063510,77.709723,NO2,1,21,8
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","21-02-2025 14:00:00",29.063510,77.709723,CO,13,64,29
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","21-02-2025 14:00:00",28.83526,78.74460,NO2,22,23,23
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","21-02-2025 14:00:00",28.840739,78.697531,NO2,33,62,45
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","21-02-2025 14:00:00",28.88528,78.73880,PM2.5,35,123,64
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","21-02-2025 14:00:00",28.88528,78.73880,NH3,2,4,4
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","21-02-2025 14:00:00",26.428282,80.327067,OZONE,11,12,12
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","21-02-2025 14:00:00",26.509954,80.249612,NO2,24,24,24
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","21-02-2025 14:00:00",26.509954,80.249612,SO2,46,53,48
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","21-02-2025 14:00:00",26.509954,80.249612,OZONE,15,21,19
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","21-02-2025 14:00:00",26.4703136,80.3229863,NO2,21,55,34
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","21-02-2025 14:00:00",26.4703136,80.3229863,SO2,10,21,17
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","21-02-2025 14:00:00",26.4703136,80.3229863,CO,34,68,55
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","21-02-2025 14:00:00",26.4703136,80.3229863,OZONE,6,73,32
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","21-02-2025 14:00:00",28.725645,77.749675,NO2,25,62,35
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","21-02-2025 14:00:00",28.725645,77.749675,NH3,5,12,8
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","21-02-2025 14:00:00",28.725645,77.749675,SO2,5,34,18
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","21-02-2025 14:00:00",25.4547,78.6039,OZONE,1,7,3
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","21-02-2025 14:00:00",26.428282,80.327067,PM2.5,53,290,167
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","21-02-2025 14:00:00",26.428282,80.327067,PM10,83,162,126
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","21-02-2025 14:00:00",28.964949,77.278761,NO2,NA,NA,NA
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","21-02-2025 14:00:00",28.359581,79.414455,OZONE,15,16,16
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","21-02-2025 14:00:00",28.38910936,79.42963708,NH3,1,2,1
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","21-02-2025 14:00:00",28.406963,77.849831,PM10,42,95,69
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","21-02-2025 14:00:00",27.19865833,78.00598056,OZONE,12,116,58
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","21-02-2025 14:00:00",27.169338,78.03582,PM10,60,114,88
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","21-02-2025 14:00:00",27.169338,78.03582,SO2,15,27,22
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","21-02-2025 14:00:00",27.169338,78.03582,CO,11,24,19
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","21-02-2025 14:00:00",27.19862,77.92066,NH3,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","21-02-2025 14:00:00",26.766433,80.927299,NO2,6,8,7
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","21-02-2025 14:00:00",26.868120,81.005119,PM10,43,101,82
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","21-02-2025 14:00:00",26.868120,81.005119,OZONE,29,43,35
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","21-02-2025 14:00:00",26.90723,80.98579,PM2.5,48,245,166
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","21-02-2025 14:00:00",23.6979360,86.9443950,NO2,NA,NA,NA
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","21-02-2025 14:00:00",23.6979360,86.9443950,CO,34,80,65
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","21-02-2025 14:00:00",23.6181830,87.1057180,PM2.5,50,270,110
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","21-02-2025 14:00:00",23.6181830,87.1057180,NO2,19,63,41
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","21-02-2025 14:00:00",23.6181830,87.1057180,NH3,14,25,17
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","21-02-2025 14:00:00",23.6181830,87.1057180,CO,42,101,89
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","21-02-2025 14:00:00",23.616515,87.119133,PM10,64,215,116
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","21-02-2025 14:00:00",23.616515,87.119133,SO2,4,54,17
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","21-02-2025 14:00:00",28.856664,78.772638,OZONE,14,28,16
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","21-02-2025 14:00:00",28.849399,78.742362,PM2.5,15,77,41
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","21-02-2025 14:00:00",28.849399,78.742362,PM10,24,113,60
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","21-02-2025 14:00:00",28.849399,78.742362,SO2,32,64,45
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","21-02-2025 14:00:00",28.802625,78.753728,CO,24,75,48
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","21-02-2025 14:00:00",29.4723508,77.7194031,NO2,7,59,29
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","21-02-2025 14:00:00",27.5714090,77.6557570,PM2.5,10,21,16
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","21-02-2025 14:00:00",27.5714090,77.6557570,NH3,10,10,10
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","21-02-2025 14:00:00",27.5714090,77.6557570,SO2,25,25,25
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","21-02-2025 14:00:00",27.5714090,77.6557570,OZONE,12,13,12
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","21-02-2025 14:00:00",30.269444,78.044167,NO2,1,5,2
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","21-02-2025 14:00:00",30.269444,78.044167,OZONE,14,86,38
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","21-02-2025 14:00:00",28.5447608,77.3231257,NH3,8,18,12
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","21-02-2025 14:00:00",28.5447608,77.3231257,OZONE,11,116,40
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","21-02-2025 14:00:00",28.6245479,77.3577104,CO,46,66,59
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","21-02-2025 14:00:00",28.5898,77.3101,PM2.5,26,98,59
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","21-02-2025 14:00:00",28.5898,77.3101,PM10,36,88,60
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","21-02-2025 14:00:00",28.5898,77.3101,OZONE,11,71,32
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","21-02-2025 14:00:00",25.3505986,82.9083074,SO2,12,19,16
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","21-02-2025 14:00:00",25.301778,82.996789,PM2.5,11,39,25
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","21-02-2025 14:00:00",25.301778,82.996789,CO,14,38,30
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","21-02-2025 14:00:00",25.32393,82.99687,PM10,46,100,75
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","21-02-2025 14:00:00",25.32393,82.99687,SO2,28,28,28
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","21-02-2025 14:00:00",25.32393,82.99687,CO,20,44,29
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","21-02-2025 14:00:00",22.5687319,88.2797276,OZONE,10,50,20
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","21-02-2025 14:00:00",22.5367507,88.3638022,SO2,4,16,8
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","21-02-2025 14:00:00",22.5367507,88.3638022,OZONE,14,25,19
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","21-02-2025 14:00:00",22.58157048,88.41002457,PM2.5,18,77,45
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","21-02-2025 14:00:00",22.58157048,88.41002457,NH3,5,7,6
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","21-02-2025 14:00:00",22.554954,88.292568,NO2,11,39,16
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","21-02-2025 14:00:00",22.554954,88.292568,NH3,2,2,2
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","21-02-2025 14:00:00",22.554954,88.292568,OZONE,3,76,26
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","21-02-2025 14:00:00",22.6025571,88.3105664,OZONE,3,135,53
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","21-02-2025 14:00:00",22.611968,88.347422,PM2.5,49,207,93
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","21-02-2025 14:00:00",25.425602,81.917152,NO2,5,6,6
